frame,timestamp,ground_truth_x,ground_truth_y,measurement_x,measurement_y,kalman_x,kalman_y,tracking_error,state,confidence,camera_x,camera_y,detection,measurement_accepted,local_search_active,processing_time_ms
212,7.0667,1149.63,407.83,1141.68,419.85,1152.84,418.98,11.59,TRACKING,1.00,1182.34,411.26,True,True,False,0.0416
213,7.1000,1146.94,407.81,1129.23,417.88,1147.46,419.49,11.69,TRACKING,1.00,1178.85,412.08,True,True,False,0.0432
214,7.1333,1144.25,407.82,1136.32,420.57,1143.99,420.34,12.52,TRACKING,1.00,1175.36,412.91,True,True,False,0.0502
215,7.1667,1141.56,407.75,1134.57,421.77,1140.74,421.25,13.53,TRACKING,1.00,1171.90,413.74,True,True,False,0.0433
216,7.2000,1138.86,407.76,1133.20,422.85,1137.76,422.20,14.48,TRACKING,1.00,1168.49,414.59,True,True,False,0.0417
217,7.2333,1136.17,407.80,1134.44,422.24,1135.44,422.89,15.11,TRACKING,1.00,1165.18,415.42,True,True,False,0.0428
218,7.2667,1133.48,407.89,1131.45,422.95,1133.00,423.59,15.70,TRACKING,1.00,1161.96,416.24,True,True,False,0.0419
219,7.3000,1130.79,407.97,1126.53,421.20,1130.13,423.87,15.91,TRACKING,1.00,1158.78,417.00,True,True,False,0.0397
220,7.3333,1128.10,407.80,1128.37,421.70,1128.02,424.17,16.37,TRACKING,1.00,1155.70,417.72,True,True,False,0.0401
221,7.3667,1125.41,407.84,1129.96,419.58,1126.52,424.05,16.26,TRACKING,1.00,1152.79,418.35,True,True,False,0.0397
222,7.4000,1122.72,407.79,1121.84,415.65,1123.95,423.28,15.53,TRACKING,1.00,1149.90,418.84,True,True,False,0.0398
223,7.4333,1120.03,407.93,1118.67,405.37,1121.27,420.88,13.01,TRACKING,1.00,1147.04,418.84,True,True,False,0.0403
224,7.4667,1117.34,408.11,1112.06,414.41,1117.92,420.24,12.15,TRACKING,1.00,1144.13,418.84,True,True,False,0.0403
225,7.5000,1114.65,408.18,1112.35,410.67,1115.13,419.05,10.89,TRACKING,1.00,1141.23,418.84,True,True,False,0.0408
226,7.5333,1111.96,408.24,1106.80,400.12,1111.86,416.26,8.02,TRACKING,1.00,1138.29,418.58,True,True,False,0.0407
227,7.5667,1109.27,408.41,1099.84,402.66,1107.95,414.22,5.96,TRACKING,1.00,1135.26,418.15,True,True,False,0.0407
228,7.6000,1106.59,408.66,1104.28,409.93,1105.35,413.62,5.11,TRACKING,1.00,1132.27,417.70,True,True,False,0.0404
229,7.6333,1103.90,408.84,1101.29,413.79,1102.67,413.73,5.04,TRACKING,1.00,1129.31,417.30,True,True,False,0.0395
230,7.6667,1101.22,409.10,,,1100.26,413.83,4.82,PREDICTING,0.98,1126.40,416.95,False,False,False,0.0163
231,7.7000,1098.54,409.34,,,1097.84,413.92,4.64,PREDICTING,0.96,1123.55,416.65,False,False,False,0.0151
232,7.7333,1095.86,409.56,,,1095.43,414.02,4.48,PREDICTING,0.94,1120.73,416.39,False,False,False,0.0135
233,7.7667,1093.18,409.86,,,1093.02,414.12,4.26,PREDICTING,0.92,1117.96,416.16,False,False,False,0.0127
234,7.8000,1090.49,409.93,,,1090.60,414.21,4.28,PREDICTING,0.90,1115.23,415.96,False,False,False,0.0126
235,7.8333,1087.80,409.93,,,1088.19,414.31,4.39,PREDICTING,0.88,1112.52,415.80,False,False,False,0.0125
236,7.8667,1085.12,410.15,,,1085.78,414.41,4.31,PREDICTING,0.86,1109.85,415.66,False,False,False,0.0123
237,7.9000,1082.43,410.35,,,1083.36,414.50,4.26,PREDICTING,0.84,1107.20,415.54,False,False,False,0.0118
238,7.9333,1079.75,410.62,,,1080.95,414.60,4.16,PREDICTING,0.82,1104.57,415.45,False,False,False,0.0119
239,7.9667,1077.06,410.80,,,1078.53,414.70,4.17,PREDICTING,0.80,1101.97,415.37,False,False,False,0.0132
240,8.0000,1074.38,411.06,,,1076.12,414.79,4.12,PREDICTING,0.78,1099.39,415.32,False,False,False,0.0118
241,8.0333,1071.71,411.34,,,1073.71,414.89,4.08,PREDICTING,0.76,1096.82,415.27,False,False,False,0.0114
242,8.0667,1069.02,411.56,,,1071.29,414.99,4.11,PREDICTING,0.74,1094.26,415.25,False,False,False,0.0119
243,8.1000,1066.33,411.69,,,1068.88,415.09,4.24,PREDICTING,0.72,1091.73,415.23,False,False,False,0.0117
244,8.1333,1063.65,411.94,,,1066.46,415.18,4.29,SEARCHING,0.70,1089.20,415.22,False,False,True,0.0131
245,8.1667,1060.98,412.24,,,1064.05,415.28,4.32,SEARCHING,0.68,1086.68,415.23,False,False,True,0.0474
246,8.2000,1058.31,412.58,,,1061.64,415.38,4.35,SEARCHING,0.66,1084.18,415.24,False,False,True,0.0129
247,8.2333,1055.65,413.00,,,1059.22,415.47,4.35,SEARCHING,0.64,1086.18,415.27,False,False,True,0.0170
248,8.2667,1052.96,413.22,,,1056.81,415.57,4.51,SEARCHING,0.62,1087.75,415.30,False,False,True,0.0138
249,8.3000,1050.28,413.40,,,1054.39,415.67,4.70,SEARCHING,0.60,1088.91,415.33,False,False,True,0.0127
250,8.3333,1047.60,413.72,,,1051.98,415.76,4.83,SEARCHING,0.58,1089.72,415.38,False,False,True,0.0123
251,8.3667,1044.92,413.94,,,1049.57,415.86,5.03,SEARCHING,0.56,1088.88,418.61,False,False,True,0.0409
252,8.4000,1042.23,413.93,,,1047.15,415.96,5.33,SEARCHING,0.54,1087.89,421.52,False,False,True,0.0130
253,8.4333,1039.54,413.80,,,1044.74,416.05,5.67,SEARCHING,0.52,1086.76,424.16,False,False,True,0.0139
254,8.4667,1036.84,413.85,,,1042.32,416.15,5.95,SEARCHING,0.50,1085.50,426.54,False,False,True,0.0123
255,8.5000,1034.15,413.94,,,1039.91,416.25,6.20,SEARCHING,0.48,1080.94,430.01,False,False,True,0.0124
256,8.5333,1031.46,413.90,,,1037.50,416.34,6.51,SEARCHING,0.46,1076.59,433.14,False,False,True,0.0126
257,8.5667,1028.77,413.93,,,1035.08,416.44,6.79,SEARCHING,0.44,1072.44,435.97,False,False,True,0.0142
258,8.6000,1026.08,413.92,,,1032.67,416.54,7.09,SEARCHING,0.42,1068.47,438.53,False,False,True,0.0129
259,8.6333,1023.38,413.82,,,1030.25,416.63,7.42,SEARCHING,0.40,1061.46,439.52,False,False,True,0.0132
260,8.6667,1020.69,413.83,,,1027.84,416.73,7.72,SEARCHING,0.38,1054.92,440.42,False,False,True,0.0124
261,8.7000,1018.00,413.83,,,1025.43,416.83,8.01,SEARCHING,0.36,1048.79,441.25,False,False,True,0.0399
262,8.7333,1015.33,414.19,,,1023.01,416.93,8.15,SEARCHING,0.34,1043.03,442.00,False,False,True,0.0151
263,8.7667,1012.68,414.66,,,1020.60,417.02,8.27,SEARCHING,0.32,1036.29,439.50,False,False,True,0.0150
264,8.8000,1010.03,415.15,,,1018.18,417.12,8.39,SEARCHING,0.30,1029.98,437.26,False,False,True,0.0168
265,8.8333,1007.41,415.78,,,1015.77,417.22,8.48,SEARCHING,0.28,1024.06,435.26,False,False,True,0.0135
266,8.8667,1004.76,416.23,,,1013.36,417.31,8.67,SEARCHING,0.26,1018.49,433.46,False,False,True,0.0130
267,8.9000,1002.13,416.83,,,1010.94,417.41,8.83,SEARCHING,0.24,1014.55,428.67,False,False,True,0.0124
268,8.9333,999.52,417.48,,,1008.53,417.51,9.01,SEARCHING,0.22,1010.77,424.38,False,False,True,0.0124
269,8.9667,996.90,418.12,,,1006.11,417.60,9.22,SEARCHING,0.20,1007.12,420.52,False,False,True,0.0204
270,9.0000,994.26,418.60,,,1003.70,417.70,9.49,SEARCHING,0.18,1003.60,417.05,False,False,True,0.0150
271,9.0333,991.64,419.24,,,1001.29,417.80,9.75,SEARCHING,0.16,1003.37,412.63,False,False,True,0.0159
272,9.0667,989.00,419.75,,,998.87,417.89,10.05,SEARCHING,0.14,1002.92,408.66,False,False,True,0.0138
273,9.1000,986.35,420.26,,,996.46,417.99,10.36,SEARCHING,0.12,1002.27,405.09,False,False,True,0.0134
274,9.1333,983.73,420.87,,,994.04,418.09,10.68,SEARCHING,0.10,1001.45,401.89,False,False,True,0.0125
275,9.1667,981.10,421.44,,,991.63,418.18,11.02,SEARCHING,0.08,1003.65,400.34,False,False,True,0.0125
276,9.2000,978.46,421.99,,,989.22,418.28,11.38,SEARCHING,0.06,1005.39,398.95,False,False,True,0.0119
277,9.2333,975.84,422.60,,,986.80,418.38,11.75,SEARCHING,0.05,1006.71,397.71,False,False,True,0.0122
278,9.2667,973.21,423.20,,,984.39,418.47,12.13,SEARCHING,0.05,1007.66,396.61,False,False,True,0.0123
279,9.3000,970.60,423.84,,,981.97,418.57,12.54,SEARCHING,0.05,1014.09,398.80,False,False,True,0.0127
280,9.3333,967.98,424.47,,,979.56,418.67,12.95,SEARCHING,0.05,1019.64,400.79,False,False,True,0.0122
281,9.3667,965.35,425.03,,,977.15,418.77,13.36,SEARCHING,0.05,1024.39,402.59,False,False,True,0.0119
282,9.4000,962.68,425.42,,,974.73,418.86,13.72,SEARCHING,0.05,1028.42,404.21,False,False,True,0.0127
283,9.4333,960.04,425.94,,,972.32,418.96,14.12,SEARCHING,0.05,1029.18,412.05,False,False,True,0.0120
284,9.4667,957.37,426.24,,,969.90,419.06,14.45,SEARCHING,0.05,1029.61,419.11,False,False,True,0.0117
285,9.5000,954.72,426.74,,,967.49,419.15,14.86,LOST,0.05,1029.61,419.11,False,False,False,0.0139
286,9.5333,952.08,427.27,,,965.08,419.25,15.27,LOST,0.05,1029.61,419.11,False,False,False,0.0127
287,9.5667,949.43,427.72,,,962.66,419.35,15.66,LOST,0.05,1029.61,419.11,False,False,False,0.0110
288,9.6000,946.77,428.15,,,960.25,419.44,16.05,LOST,0.05,1029.61,419.11,False,False,False,0.0109
289,9.6333,944.12,428.65,,,957.83,419.54,16.46,LOST,0.05,1029.61,419.11,False,False,False,0.0107
290,9.6667,941.48,429.16,,,955.42,419.64,16.89,LOST,0.05,1029.61,419.11,False,False,False,0.0111
291,9.7000,938.85,429.73,,,953.01,419.73,17.33,LOST,0.05,1029.61,419.11,False,False,False,0.0105
292,9.7333,936.23,430.36,,,950.59,419.83,17.81,LOST,0.05,1029.61,419.11,False,False,False,0.0105
293,9.7667,933.59,430.90,,,948.18,419.93,18.25,LOST,0.05,1029.61,419.11,False,False,False,0.0106
294,9.8000,930.95,431.40,,,945.76,420.02,18.68,LOST,0.05,1029.61,419.11,False,False,False,0.0105
295,9.8333,928.32,431.98,,,943.35,420.12,19.15,LOST,0.05,1029.61,419.11,False,False,False,0.0761
296,9.8667,925.67,432.46,920.15,426.20,920.15,426.20,8.34,REACQUIRING,0.60,1021.61,419.82,True,True,False,0.0769
297,9.9000,923.01,432.91,918.53,429.49,919.51,427.50,6.45,TRACKING,0.75,1013.61,420.59,True,True,False,0.0466
298,9.9333,920.34,433.27,914.78,427.94,918.10,427.64,6.07,TRACKING,0.90,1005.61,421.30,True,True,False,0.0425
299,9.9667,917.67,433.57,907.72,425.29,915.45,427.06,6.87,TRACKING,1.00,997.61,421.87,True,True,False,0.0402
300,10.0000,915.00,433.95,902.81,437.59,912.44,429.46,5.17,TRACKING,1.00,989.61,422.63,True,True,False,0.0400
301,10.0333,912.35,434.39,916.93,431.40,913.16,429.99,4.48,TRACKING,1.00,981.97,423.37,True,True,False,0.0393
302,10.0667,909.68,434.76,910.45,427.14,912.38,429.51,5.90,TRACKING,1.00,975.01,423.98,True,True,False,0.0398
303,10.1000,907.00,435.06,905.42,431.44,910.66,430.01,6.23,TRACKING,1.00,968.57,424.58,True,True,False,0.0394
304,10.1333,904.33,435.36,898.75,421.53,907.78,428.31,7.85,TRACKING,1.00,962.49,424.96,True,True,False,0.0389
305,10.1667,901.65,435.64,899.62,422.91,905.53,427.14,9.35,TRACKING,1.00,956.80,424.96,True,True,False,0.0395
306,10.2000,898.96,435.80,909.40,434.94,905.74,428.72,9.80,TRACKING,1.00,951.69,425.33,True,True,False,0.0389
307,10.2333,896.28,436.01,898.34,445.69,903.60,432.38,8.18,TRACKING,1.00,946.88,426.04,True,True,False,0.0389
308,10.2667,893.59,436.17,900.33,447.62,902.26,435.90,8.67,TRACKING,1.00,942.42,427.02,True,True,False,0.0390
309,10.3000,890.90,436.34,893.54,442.83,899.73,437.85,8.95,TRACKING,1.00,938.15,428.11,True,True,False,0.0394
310,10.3333,888.22,436.54,892.79,435.95,897.48,438.01,9.38,TRACKING,1.00,934.08,429.10,True,True,False,0.0389
311,10.3667,885.53,436.63,883.98,447.48,893.82,440.50,9.16,TRACKING,1.00,930.06,430.24,True,True,False,0.0387
312,10.4000,882.83,436.62,889.07,447.89,891.82,442.66,10.83,TRACKING,1.00,926.23,431.48,True,True,False,0.0393
313,10.4333,880.14,436.53,886.76,458.33,889.73,446.54,13.86,TRACKING,1.00,922.58,432.99,True,True,False,0.0400
314,10.4667,877.46,436.29,883.47,447.80,887.37,447.68,15.10,TRACKING,1.00,919.06,434.45,True,True,False,0.0386
315,10.5000,874.78,436.06,875.88,440.54,883.95,447.18,14.42,TRACKING,1.00,915.55,435.73,True,True,False,0.0617
316,10.5333,872.10,435.75,877.78,443.38,881.48,447.26,14.85,TRACKING,1.00,912.14,436.88,True,True,False,0.0400
317,10.5667,869.42,435.47,870.96,437.35,878.15,446.14,13.78,TRACKING,1.00,908.74,437.81,True,True,False,0.0405
318,10.6000,866.75,435.16,869.95,440.36,875.19,445.72,13.52,TRACKING,1.00,905.39,438.60,True,True,False,0.0445
319,10.6333,864.07,434.86,874.38,436.40,873.55,444.60,13.59,TRACKING,1.00,902.21,439.20,True,True,False,0.0435
320,10.6667,861.40,434.55,871.27,430.74,871.66,442.57,13.02,TRACKING,1.00,899.15,439.53,True,True,False,0.0396
321,10.7000,858.73,434.18,855.31,426.85,867.20,440.11,10.34,TRACKING,1.00,895.96,439.53,True,True,False,0.0407
322,10.7333,856.05,433.90,855.56,433.78,863.50,439.24,9.16,TRACKING,1.00,892.71,439.53,True,True,False,0.0399
323,10.7667,853.41,433.39,854.08,433.23,860.13,438.38,8.37,TRACKING,1.00,889.45,439.53,True,True,False,0.0391
324,10.8000,850.75,432.99,855.91,434.59,857.63,437.87,8.44,TRACKING,1.00,886.27,439.53,True,True,False,0.0391
325,10.8333,848.07,432.72,851.22,430.73,854.74,436.75,7.79,TRACKING,1.00,883.12,439.26,True,True,False,0.0393
326,10.8667,845.40,432.33,845.20,419.16,851.27,433.76,6.04,TRACKING,1.00,879.93,438.71,True,True,False,0.0389
327,10.9000,842.75,431.85,853.08,424.40,849.72,432.09,6.97,TRACKING,1.00,876.91,438.04,True,True,False,0.0390
328,10.9333,840.12,431.31,850.78,422.08,848.07,430.24,8.03,TRACKING,1.00,874.03,437.26,True,True,False,0.0406
329,10.9667,837.50,430.70,851.53,423.17,846.85,428.84,9.54,TRACKING,1.00,871.31,436.42,True,True,False,0.0380
330,11.0000,834.87,430.09,850.25,430.95,845.66,428.96,10.85,TRACKING,1.00,868.74,435.68,True,True,False,0.0378
331,11.0333,832.23,429.57,830.28,424.39,841.31,427.96,9.22,TRACKING,1.00,866.00,434.90,True,True,False,0.0380
332,11.0667,829.59,429.05,832.41,419.14,837.97,426.21,8.85,TRACKING,1.00,863.20,434.04,True,True,False,0.0376
333,11.1000,826.93,428.60,827.68,418.28,834.36,424.56,8.45,TRACKING,1.00,860.32,433.09,True,True,False,0.0380
334,11.1333,824.30,428.05,826.37,415.79,831.08,422.73,8.62,TRACKING,1.00,857.39,432.05,True,True,False,0.0379
335,11.1667,821.66,427.51,819.82,418.63,827.22,421.62,8.10,TRACKING,1.00,854.38,431.01,True,True,False,0.0377
336,11.2000,819.01,427.06,826.70,415.97,825.10,420.23,9.15,TRACKING,1.00,851.45,429.93,True,True,False,0.0381
337,11.2333,816.34,426.64,815.75,427.51,821.52,420.97,7.68,TRACKING,1.00,848.46,429.04,True,True,False,0.0388
338,11.2667,813.69,426.18,811.36,416.53,817.76,419.80,7.57,TRACKING,1.00,845.39,428.11,True,True,False,0.0379
339,11.3000,811.03,425.78,811.71,421.03,814.64,419.56,7.20,TRACKING,1.00,842.31,427.26,True,True,False,0.0377
340,11.3333,808.36,425.47,809.76,408.95,811.69,417.35,8.77,TRACKING,1.00,839.25,426.27,True,True,False,0.0376
341,11.3667,805.68,425.13,804.18,406.04,808.29,414.97,10.49,TRACKING,1.00,836.15,425.14,True,True,False,0.0386
342,11.4000,803.02,424.76,802.69,407.11,805.17,413.09,11.87,TRACKING,1.00,833.05,423.93,True,True,False,0.0382
343,11.4333,800.34,424.45,814.29,413.48,804.47,412.53,12.62,TRACKING,1.00,830.20,422.79,True,True,False,0.0377
344,11.4667,797.66,424.19,806.23,417.33,802.63,412.71,12.51,TRACKING,1.00,827.44,421.78,True,True,False,0.0375
345,11.5000,794.98,423.91,796.38,416.84,799.49,412.81,11.97,TRACKING,1.00,824.64,420.89,True,True,False,0.0382
346,11.5333,792.29,423.78,805.73,411.79,798.39,412.10,13.18,TRACKING,1.00,822.02,420.01,True,True,False,0.0381
347,11.5667,789.60,423.80,790.52,413.07,795.02,411.71,13.25,TRACKING,1.00,819.32,419.18,True,True,False,0.0378
348,11.6000,786.91,423.90,788.25,410.03,791.79,410.89,13.90,TRACKING,1.00,816.57,418.35,True,True,False,0.0375
349,11.6333,784.22,424.02,787.81,406.58,789.00,409.63,15.16,TRACKING,1.00,813.81,417.48,True,True,False,0.0372
350,11.6667,781.53,424.11,789.80,418.81,786.99,410.57,14.60,TRACKING,1.00,811.13,416.79,True,True,False,0.0391
351,11.7000,778.84,424.04,780.67,414.56,783.82,410.72,14.22,TRACKING,1.00,808.40,416.18,True,True,False,0.0380
352,11.7333,776.15,423.88,775.25,421.95,780.26,412.09,12.48,TRACKING,1.00,805.58,415.77,True,True,False,0.0383
353,11.7667,773.46,423.73,773.69,424.91,776.99,413.80,10.54,TRACKING,1.00,802.72,415.77,True,True,False,0.0384
354,11.8000,770.77,423.59,770.04,417.51,773.64,414.09,9.92,TRACKING,1.00,799.81,415.77,True,True,False,0.0384
355,11.8333,768.08,423.55,776.49,420.07,771.87,414.78,9.55,TRACKING,1.00,797.02,415.77,True,True,False,0.0387
356,11.8667,765.39,423.52,767.74,429.21,768.98,416.91,7.53,TRACKING,1.00,794.22,415.77,True,True,False,0.0389
357,11.9000,762.70,423.52,759.70,413.70,765.24,416.22,7.73,TRACKING,1.00,791.32,415.77,True,True,False,0.0385
358,11.9333,760.00,423.48,748.05,419.42,760.16,416.57,6.91,TRACKING,1.00,788.20,415.77,True,True,False,0.0383
359,11.9667,757.31,423.53,752.59,421.27,756.56,417.19,6.39,TRACKING,1.00,785.04,415.77,True,True,False,0.0482
360,12.0000,754.62,423.53,750.33,423.43,753.16,418.09,5.63,TRACKING,1.00,781.85,415.77,True,True,False,0.0393
361,12.0333,751.93,423.36,753.98,431.04,750.89,420.14,3.39,TRACKING,1.00,778.75,416.21,True,True,False,0.0380
362,12.0667,749.24,423.20,743.01,415.44,747.22,419.37,4.34,TRACKING,1.00,775.60,416.52,True,True,False,0.0388
363,12.1000,746.56,423.00,745.76,413.83,744.57,418.43,4.99,TRACKING,1.00,772.50,416.52,True,True,False,0.0535
364,12.1333,743.88,422.73,731.49,417.28,740.02,418.17,5.97,TRACKING,1.00,769.25,416.52,True,True,False,0.0428
365,12.1667,741.20,422.50,738.50,410.62,737.30,416.86,6.85,TRACKING,1.00,766.06,416.52,True,True,False,0.0409
366,12.2000,738.52,422.24,732.80,411.97,734.10,415.93,7.70,TRACKING,1.00,762.86,416.52,True,True,False,0.0412
367,12.2333,735.84,421.99,735.49,405.38,731.87,414.05,8.87,TRACKING,1.00,759.76,416.52,True,True,False,0.0378
368,12.2667,733.16,421.72,730.59,410.78,729.22,413.29,9.30,TRACKING,1.00,756.71,416.20,True,True,False,0.0384
369,12.3000,730.47,421.53,729.80,414.05,726.88,413.18,9.09,TRACKING,1.00,753.72,415.90,True,True,False,0.0384
370,12.3333,727.79,421.35,737.01,419.19,726.14,413.94,7.58,TRACKING,1.00,750.97,415.90,True,True,False,0.0444
371,12.3667,725.10,421.11,721.04,411.86,722.98,413.41,7.98,TRACKING,1.00,748.17,415.90,True,True,False,0.0383
372,12.4000,722.44,420.71,720.91,405.00,720.30,411.83,9.14,TRACKING,1.00,745.38,415.49,True,True,False,0.0382
373,12.4333,719.79,420.21,714.87,409.10,717.08,411.13,9.48,TRACKING,1.00,742.55,415.06,True,True,False,0.0385
374,12.4667,717.20,419.49,730.66,417.13,716.96,411.85,7.65,TRACKING,1.00,739.99,414.73,True,True,False,0.0479
375,12.5000,714.59,418.85,721.72,411.44,715.50,411.55,7.35,TRACKING,1.00,737.54,414.42,True,True,False,0.0410
376,12.5333,712.00,418.11,725.61,411.51,714.96,411.32,7.42,TRACKING,1.00,735.28,414.11,True,True,False,0.0404
377,12.5667,709.41,417.36,713.02,411.22,712.52,411.07,7.02,TRACKING,1.00,733.01,413.80,True,True,False,0.0405
378,12.6000,706.90,416.38,707.94,414.29,709.66,411.38,5.72,TRACKING,1.00,730.67,413.80,True,True,False,0.0416
379,12.6333,704.36,415.49,707.48,415.49,707.17,411.85,4.60,TRACKING,1.00,728.32,413.80,True,True,False,0.0408
380,12.6667,701.79,414.68,702.47,417.05,704.27,412.53,3.29,TRACKING,1.00,725.92,413.80,True,True,False,0.0401
381,12.7000,699.21,413.93,703.46,421.93,702.00,413.93,2.80,TRACKING,1.00,723.53,413.80,True,True,False,0.0421
382,12.7333,696.56,413.41,703.07,414.51,700.05,413.95,3.53,TRACKING,1.00,721.18,413.80,True,True,False,0.0402
383,12.7667,693.91,412.94,693.41,404.52,696.86,412.32,3.01,TRACKING,1.00,718.75,413.80,True,True,False,0.1380
384,12.8000,691.25,412.55,690.16,392.99,693.62,409.00,4.27,TRACKING,1.00,716.23,413.32,True,True,False,0.0968
385,12.8333,688.59,412.15,693.99,404.53,691.53,408.01,5.07,TRACKING,1.00,713.76,412.79,True,True,False,0.0484
386,12.8667,685.93,411.71,682.85,409.73,687.96,408.01,4.22,TRACKING,1.00,711.18,412.31,True,True,False,0.0709
387,12.9000,683.32,411.07,683.54,408.46,685.06,407.81,3.69,TRACKING,1.00,708.57,411.86,True,True,False,0.0426
388,12.9333,680.73,410.33,670.19,400.61,680.42,406.36,3.98,TRACKING,1.00,705.76,411.31,True,True,False,0.0412
389,12.9667,678.12,409.65,677.92,405.78,677.75,405.96,3.71,TRACKING,1.00,702.96,410.78,True,True,False,0.0405
390,13.0000,675.49,409.07,659.45,404.58,672.47,405.42,4.73,TRACKING,1.00,699.91,410.24,True,True,False,0.0412
391,13.0333,672.87,408.43,661.21,404.16,668.26,404.89,5.82,TRACKING,1.00,696.74,409.71,True,True,False,0.0405
392,13.0667,670.23,407.94,667.07,400.12,665.64,403.79,6.18,TRACKING,1.00,693.63,409.12,True,True,False,0.0403
393,13.1000,667.63,407.25,659.31,403.80,662.20,403.44,6.63,TRACKING,1.00,690.49,408.55,True,True,False,0.0401
394,13.1333,665.06,406.44,657.91,404.09,659.06,403.20,6.81,TRACKING,1.00,687.35,408.01,True,True,False,0.0403
395,13.1667,662.48,405.67,661.05,401.72,656.95,402.61,6.32,TRACKING,1.00,684.31,407.47,True,True,False,0.0394
396,13.2000,659.85,405.09,663.07,400.58,655.55,401.93,5.33,TRACKING,1.00,681.43,406.92,True,True,False,0.0405
397,13.2333,657.25,404.37,658.91,396.96,653.76,400.75,5.03,TRACKING,1.00,678.66,406.30,True,True,False,0.0403
398,13.2667,654.66,403.65,650.15,390.46,650.85,398.67,6.27,TRACKING,1.00,675.88,405.54,True,True,False,0.0400
399,13.3000,652.10,402.81,648.24,404.13,648.11,399.12,5.44,TRACKING,1.00,673.11,404.90,True,True,False,0.0398
